0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.674677523036449177e-92,2.276444043580819911e-29,6.944866164184072824e-06,8.231899091876668379e-14,7.092434479010123352e-29
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.588390098404738253e-205,2.242838274339037825e-18,1.232513017595027627e+01,2.227716130297172081e-01,9.358564005352870696e-01,1.174232520478043488e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.166316731911735114e-234,4.868490886566813902e-84,1.046748557649504266e-25,3.903788724487474715e-01,5.360140019962583580e+01,2.819199414298597262e+01,2.041999460821824819e+00
0.000000000000000000e+00,3.687343980083461687e-289,2.471337763071626602e-158,5.976523786586088170e-78,3.107017336968918213e-05,2.597387262122072826e-01,1.320051083337497460e+02,9.353157380299008992e+02,2.029542316017500241e+02,2.174226877392088753e+00
9.800646068130171318e-290,3.255190718905593444e-105,2.858045411093659528e-50,7.387882766005510183e-05,7.489390354672714224e-03,1.177254646482736966e+01,1.456914989333448830e+03,8.010898854626947468e+03,1.036536896838512121e+03,1.790794053562660693e-01
6.642482273867465827e-122,1.130489184150584088e-13,2.115620135529261338e-05,2.796042487958477762e-01,3.473963463544496477e+01,2.576165044094515224e+02,6.252643897089514212e+03,3.108195734885958700e+03,1.050558126296544401e+02,2.502984355309262332e-01
2.949736823947079224e-46,1.544496797515712626e-14,1.487661103374179339e-01,1.459609120758954326e+00,9.165628283431192358e+01,5.007919044950776879e+02,4.303732865605575171e+03,3.837573671670037356e+02,9.015626816589055181e+00,5.479453942263925177e-24
5.518256570048871268e+00,1.616361822018859289e-06,7.896267252682672710e-01,2.728472285657999663e+01,8.700127971480786471e+01,3.513846652771537151e+02,2.410650700644685003e+02,1.350531119344413966e+01,7.650606229676175374e-02,5.308915998891461326e-54
5.347302621467491246e-01,5.705541277124160421e-44,1.844179838347761217e-06,4.179724701026101963e-08,8.905322319035409606e+00,4.134609573244070901e+01,2.666508772260371085e+00,1.254723949640346690e-02,6.734313241380720933e-15,3.668237276574023729e-42
3.669297823415792119e-64,2.819412989136685380e-45,5.957310786984182260e-38,1.559522791821173377e-19,7.105771032979605050e-15,1.661587417056235250e+00,9.053132752700471589e-03,1.211615548264206227e-58,5.177263461269993813e-12,3.121921156304072480e-112
