,SigASIt,SigBGt,SigCSIt+1
0,0.051013880697971435,0.051013880697971435,0.051013880697971435
1,0.061926997681114794,0.061926997681114794,0.061926997681114794
2,0.06007352978973084,0.06007352978973084,0.06007352978973084
3,0.07568790472356862,0.07568790472356862,0.07568790472356862
4,0.08097948788494007,0.08097948788494007,0.08097948788494007
5,0.036411966198946585,0.036411966198946585,0.036411966198946585
6,0.03719490250383176,0.03719490250383176,0.03719490250383176
7,0.056685485635444254,0.056685485635444254,0.056685485635444254
8,0.07214452195235425,0.07214452195235425,0.07214452195235425
9,0.07214452195235425,0.07214452195235425,0.07214452195235425
10,0.057261145020455,0.057261145020455,0.057261145020455
11,0.04247840028413075,0.04247840028413075,0.04247840028413075
12,0.03755611691081725,0.03755611691081725,0.03755611691081725
13,0.037432978233996335,0.037432978233996335,0.037432978233996335
14,0.036119445333108055,0.036119445333108055,0.036119445333108055
15,0.03873414256718137,0.03873414256718137,0.03873414256718137
16,0.03597916945983788,0.03597916945983788,0.03597916945983788
17,0.03541215472087647,0.03541215472087647,0.03541215472087647
18,0.042627714619454665,0.042627714619454665,0.042627714619454665
19,0.03784395236178431,0.03784395236178431,0.03784395236178431
20,0.04856260210912181,0.04856260210912181,0.04856260210912181
21,0.04456472960813599,0.04456472960813599,0.04456472960813599
22,0.04784799186650049,0.04784799186650049,0.04784799186650049
23,0.046753529129208195,0.046753529129208195,0.046753529129208195
24,0.0908964018423739,0.0908964018423739,0.0908964018423739
25,0.07568790472356862,0.07568790472356862,0.07568790472356862
26,0.06571991885969125,0.06571991885969125,0.06571991885969125
27,0.05927744367287485,0.05927744367287485,0.05927744367287485
28,0.06571991885969125,0.06571991885969125,0.06571991885969125
29,0.04768039219183085,0.04768039219183085,0.04768039219183085
30,0.04343436509448137,0.04343436509448137,0.04343436509448137
31,0.037587348671841915,0.037587348671841915,0.037587348671841915
32,0.04087105016264123,0.04087105016264123,0.04087105016264123
33,0.0433487791684572,0.0433487791684572,0.0433487791684572
34,0.03648774648139576,0.03648774648139576,0.03648774648139576
35,0.03351450786992503,0.03351450786992503,0.03351450786992503
36,0.03781120114147533,0.03781120114147533,0.03781120114147533
37,0.040704561232896175,0.040704561232896175,0.040704561232896175
38,0.04133966484428306,0.04133966484428306,0.04133966484428306
39,0.047357091801391735,0.047357091801391735,0.047357091801391735
40,0.04406883513709797,0.04406883513709797,0.04406883513709797
41,0.03846996730337721,0.03846996730337721,0.03846996730337721
42,0.03943345368571104,0.03943345368571104,0.03943345368571104
43,0.040282619430179085,0.040282619430179085,0.040282619430179085
44,0.041588725254762204,0.041588725254762204,0.041588725254762204
45,0.03628806964270598,0.03628806964270598,0.03628806964270598
46,0.03926086873357853,0.03926086873357853,0.03926086873357853
47,0.06095105740923006,0.06095105740923006,0.06095105740923006
48,0.06571991885969125,0.06571991885969125,0.06571991885969125
49,0.054723870871356196,0.054723870871356196,0.054723870871356196
50,0.04935933016083053,0.04935933016083053,0.04935933016083053
51,0.05281019858280037,0.05281019858280037,0.05281019858280037
52,0.04087105016264123,0.04087105016264123,0.04087105016264123
53,0.04837688632499296,0.04837688632499296,0.04837688632499296
54,0.04856260210912181,0.04856260210912181,0.04856260210912181
55,0.049151490632116934,0.049151490632116934,0.049151490632116934
56,0.034560129377066005,0.034560129377066005,0.034560129377066005
57,0.04326435996857596,0.04326435996857596,0.04326435996857596
58,0.051857752692108516,0.051857752692108516,0.051857752692108516
59,0.056685485635444254,0.056685485635444254,0.056685485635444254
60,0.04226110283828245,0.04226110283828245,0.04226110283828245
61,0.04456472960813599,0.04456472960813599,0.04456472960813599
62,0.035731546232262344,0.035731546232262344,0.035731546232262344
63,0.03801074871178658,0.03801074871178658,0.03801074871178658
64,0.04127900464670679,0.04127900464670679,0.04127900464670679
65,0.04436168890717267,0.04436168890717267,0.04436168890717267
66,0.03728293921280696,0.03728293921280696,0.03728293921280696
67,0.039795316935925834,0.039795316935925834,0.039795316935925834
68,0.03633727406861173,0.03633727406861173,0.03633727406861173
69,0.03885134430798044,0.03885134430798044,0.03885134430798044
70,0.046471000284717366,0.046471000284717366,0.046471000284717366
71,0.039566454562089896,0.039566454562089896,0.039566454562089896
72,0.036312613516932955,0.036312613516932955,0.036312613516932955
73,0.034828292097050545,0.034828292097050545,0.034828292097050545
74,0.042937782028886554,0.042937782028886554,0.042937782028886554
75,0.04171728748847372,0.04171728748847372,0.04171728748847372
76,0.04133966484428306,0.04133966484428306,0.04133966484428306
77,0.04008269128767526,0.04008269128767526,0.04008269128767526
78,0.04456472960813599,0.04456472960813599,0.04456472960813599
79,0.050022217678301686,0.050022217678301686,0.050022217678301686
80,0.03889096844068521,0.03889096844068521,0.03889096844068521
81,0.04059615802548407,0.04059615802548407,0.04059615802548407
82,0.04309890601455714,0.04309890601455714,0.04309890601455714
83,0.07568790472356862,0.07568790472356862,0.07568790472356862
84,0.04219037238071427,0.04219037238071427,0.04219037238071427
85,0.04065010668593703,0.04065010668593703,0.04065010668593703
86,0.04581331515052893,0.04581331515052893,0.04581331515052893
87,0.0365132535058417,0.0365132535058417,0.0365132535058417
88,0.08097948788494007,0.08097948788494007,0.08097948788494007
89,0.06571991885969125,0.06571991885969125,0.06571991885969125
90,0.050022217678301686,0.050022217678301686,0.050022217678301686
91,0.050022217678301686,0.050022217678301686,0.050022217678301686
92,0.04935933016083053,0.04935933016083053,0.04935933016083053
93,0.0433487791684572,0.0433487791684572,0.0433487791684572
94,0.041218962087347676,0.041218962087347676,0.041218962087347676
95,0.044991299764516234,0.044991299764516234,0.044991299764516234
96,0.036642691965459204,0.036642691965459204,0.036642691965459204
97,0.04054270659239889,0.04054270659239889,0.04054270659239889
98,0.03674859827600954,0.03674859827600954,0.03674859827600954
99,0.04285877888925589,0.04285877888925589,0.04285877888925589
100,0.03961149338281701,0.03961149338281701,0.03961149338281701
101,0.08097948788494007,0.08097948788494007,0.08097948788494007
102,0.057261145020455,0.057261145020455,0.057261145020455
103,0.048019804390917145,0.048019804390917145,0.048019804390917145
104,0.0398895085724089,0.0398895085724089,0.0398895085724089
105,0.04837688632499296,0.04837688632499296,0.04837688632499296
106,0.0505010264897799,0.0505010264897799,0.0505010264897799
107,0.051857752692108516,0.051857752692108516,0.051857752692108516
108,0.05430121891518129,0.05430121891518129,0.05430121891518129
109,0.03787690319853279,0.03787690319853279,0.03787690319853279
110,0.04098474132060646,0.04098474132060646,0.04098474132060646
111,0.03623932785530025,0.03623932785530025,0.03623932785530025
112,0.054723870871356196,0.054723870871356196,0.054723870871356196
113,0.051857752692108516,0.051857752692108516,0.051857752692108516
114,0.07568790472356862,0.07568790472356862,0.07568790472356862
115,0.04957348215311212,0.04957348215311212,0.04957348215311212
116,0.04054270659239889,0.04054270659239889,0.04054270659239889
117,0.046610766373404534,0.046610766373404534,0.046610766373404534
118,0.05517068285238493,0.05517068285238493,0.05517068285238493
119,0.04397416396854971,0.04397416396854971,0.04397416396854971
120,0.048196030766005385,0.048196030766005385,0.048196030766005385
121,0.044991299764516234,0.044991299764516234,0.044991299764516234
122,0.06095105740923006,0.06095105740923006,0.06095105740923006
123,0.04979431219720822,0.04979431219720822,0.04979431219720822
124,0.0512845335240607,0.0512845335240607,0.0512845335240607
125,0.054723870871356196,0.054723870871356196,0.054723870871356196
126,0.04957348215311212,0.04957348215311212,0.04957348215311212
127,0.04191548239249342,0.04191548239249342,0.04191548239249342
128,0.04957348215311212,0.04957348215311212,0.04957348215311212
129,0.0505010264897799,0.0505010264897799,0.0505010264897799
130,0.07568790472356862,0.07568790472356862,0.07568790472356862
131,0.06007352978973084,0.06007352978973084,0.06007352978973084
132,0.047357091801391735,0.047357091801391735,0.047357091801391735
133,0.051857752692108516,0.051857752692108516,0.051857752692108516
134,0.0515655692117819,0.0515655692117819,0.0515655692117819
135,0.054723870871356196,0.054723870871356196,0.054723870871356196
136,0.04979431219720822,0.04979431219720822,0.04979431219720822
137,0.0908964018423739,0.0908964018423739,0.0908964018423739
138,0.06302404501531574,0.06302404501531574,0.06302404501531574
139,0.046471000284717366,0.046471000284717366,0.046471000284717366
140,0.0908964018423739,0.0908964018423739,0.0908964018423739
141,0.0695107046627939,0.0695107046627939,0.0695107046627939
142,0.056685485635444254,0.056685485635444254,0.056685485635444254
143,0.05430121891518129,0.05430121891518129,0.05430121891518129
144,0.0908964018423739,0.0908964018423739,0.0908964018423739
145,0.06743025729695541,0.06743025729695541,0.06743025729695541
146,0.0512845335240607,0.0512845335240607,0.0512845335240607
147,0.048019804390917145,0.048019804390917145,0.048019804390917145
148,0.041588725254762204,0.041588725254762204,0.041588725254762204
149,0.04633411610791463,0.04633411610791463,0.04633411610791463
150,0.04343436509448137,0.04343436509448137,0.04343436509448137
151,0.04581331515052893,0.04581331515052893,0.04581331515052893
152,0.0505010264897799,0.0505010264897799,0.0505010264897799
153,0.05315653826536518,0.05315653826536518,0.05315653826536518
154,0.05315653826536518,0.05315653826536518,0.05315653826536518
155,0.07214452195235425,0.07214452195235425,0.07214452195235425
156,0.06743025729695541,0.06743025729695541,0.06743025729695541
157,0.07568790472356862,0.07568790472356862,0.07568790472356862
158,0.04416495170396058,0.04416495170396058,0.04416495170396058
159,0.05025763152033997,0.05025763152033997,0.05025763152033997
160,0.049151490632116934,0.049151490632116934,0.049151490632116934
161,0.057880394439695455,0.057880394439695455,0.057880394439695455
162,0.04979431219720822,0.04979431219720822,0.04979431219720822
163,0.04768039219183085,0.04768039219183085,0.04768039219183085
164,0.048196030766005385,0.048196030766005385,0.048196030766005385
165,0.04856260210912181,0.04856260210912181,0.04856260210912181
166,0.050022217678301686,0.050022217678301686,0.050022217678301686
167,0.0515655692117819,0.0515655692117819,0.0515655692117819
